,Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
805,Terroir,Belize,1478,2015,0.7,U.S.A.,3.75,Trinitario,Belize
806,Terroir,Madagascar,1478,2015,0.7,U.S.A.,3.75,Trinitario,Madagascar
807,Terroir,Guatemala,1558,2015,0.7,U.S.A.,3.75,Trinitario,Guatemala
808,Terroir,Madagascar,1323,2014,0.67,U.S.A.,3.75,Trinitario,Madagascar
809,Terroir,Uganda,1323,2014,0.73,U.S.A.,3.75,Forastero,Uganda
810,Theo,Congo w/ nibs,903,2012,0.65,U.S.A.,3.25,Forastero,Congo
811,Theo,Madagascar,162,2007,0.65,U.S.A.,3.5,Trinitario,Madagascar
812,Theo,"Ghana, Kumasi",184,2007,0.84,U.S.A.,3.0,Forastero,Ghana
813,Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,0.91,U.S.A.,2.0,Blend,Venezuela
814,Theo,"Ghana, Panama, Ecuador",188,2007,0.75,U.S.A.,3.0,Blend,"Ghana, Panama, Ecuador"
815,Timo A. Meyer,"Belize, med roast",1836,2016,0.72,Germany,3.75,"Trinitario, TCGA",Belize
816,To'ak (Ecuatoriana),Manabi,1418,2014,0.81,Ecuador,3.25,Forastero (Nacional),Ecuador
817,Tobago Estate (Pralus),"Roxborough, Tobago",895,2012,0.7,France,4.0,Trinitario,Tobago
818,Tocoti,"Wild Bolivian, Jungle Love",927,2012,0.77,U.S.A.,3.0,Criollo,Bolivia
819,twenty-four blackbirds,Madagascar,1235,2014,0.75,U.S.A.,3.5,Trinitario,Madagascar
820,Two Ravens,Peru,1740,2016,0.6,U.S.A.,3.0,Criollo,Peru
821,Upchurch,"Madagascar, Sassy Bar",1752,2016,0.72,U.S.A.,3.0,Trinitario,Madagascar
822,Urzi,"Sur del Lago, Merida",1327,2014,0.65,Italy,3.25,Trinitario,Venezuela
823,Valrhona,"Porcelana, Pedegral",757,2011,0.64,France,4.0,Criollo,Venezuela
824,Valrhona,Nyangbo,395,2009,0.68,France,3.5,Forastero,Ghana
825,Valrhona,Araguani,117,2007,0.72,France,3.0,Blend,"Venezuela, Carribean"
826,Valrhona,Chuao 2002 P.,129,2007,0.65,France,3.75,Trinitario,Venezuela
827,Valrhona,Manjari,129,2007,0.64,France,4.0,"Criollo, Trinitario",Madagascar
828,Valrhona,Abinao,153,2007,0.85,France,2.5,Forastero,West Africa
829,Valrhona,Le Noir Amer,157,2007,0.71,France,2.75,Forastero,West Africa
830,Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,0.64,France,3.25,Criollo (Porcelana),Venezuela
831,Valrhona,Caraibe,63,2006,0.66,France,3.0,Trinitario,Carribean
832,Valrhona,Guanaja,63,2006,0.7,France,4.0,"Criollo, Trinitario",South America
833,Valrhona,Gran Couva 2005 P.,75,2006,0.64,France,2.5,Trinitario,Trinidad
834,Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,2006,0.64,France,3.0,Criollo (Porcelana),Venezuela
835,Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75,2006,0.64,France,3.5,Trinitario,Madagascar
836,Vanleer (Barry Callebaut),Manhattan,963,2012,0.72,U.S.A.,2.5,Forastero,Ghana
837,Vanleer (Barry Callebaut),Napa,963,2012,0.65,U.S.A.,2.75,Forastero,Ghana
838,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,0.72,Madagascar,2.75,Trinitario,Madagascar
839,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,0.76,Madagascar,2.75,Trinitario,Madagascar
840,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,0.8,Madagascar,2.75,Trinitario,Madagascar
841,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,0.7,Madagascar,3.0,Trinitario,Madagascar
842,Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,0.68,Madagascar,3.0,Trinitario,Madagascar
843,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,0.64,Madagascar,3.25,Trinitario,Madagascar
844,Videri,Trinidad,1211,2014,0.75,U.S.A.,3.5,Trinitario,Trinidad
845,Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,0.7,France,3.5,Trinitario,Vietnam
846,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,1.0,U.S.A.,2.0,Forastero (Arriba),Ecuador
847,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,0.9,U.S.A.,2.0,Forastero (Arriba),Ecuador
848,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,0.75,U.S.A.,3.0,Forastero (Arriba),Ecuador
849,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,0.65,U.S.A.,3.0,Forastero (Arriba),Ecuador
850,Violet Sky,Sambirano Valley,1458,2015,0.77,U.S.A.,2.75,Trinitario,Madagascar
851,Violet Sky,Moho River Valley,1458,2015,0.77,U.S.A.,3.0,"Criollo, Trinitario",Belize
852,Violet Sky,Cuyagua,1458,2015,0.77,U.S.A.,3.0,Criollo,Venezuela
853,Violet Sky,Peru,1458,2015,0.77,U.S.A.,3.25,"Criollo, Trinitario",Peru
854,Violet Sky,Cahabon,1502,2015,0.77,U.S.A.,2.75,Trinitario,Guatemala
855,Wellington Chocolate Factory,Conacado,1756,2016,0.7,New Zealand,3.5,Trinitario,Dominican Republic
856,Whittakers,Ghana,733,2011,0.72,New Zealand,2.5,Forastero,Ghana
857,Wilkie's Organic,Amazonas,1169,2013,0.75,Ireland,2.5,Criollo,Peru
858,Wilkie's Organic,Amazonas,1169,2013,0.89,Ireland,2.75,Criollo,Peru
859,Wilkie's Organic,Tumbes,1169,2013,0.75,Ireland,3.25,Criollo,Peru
860,Wilkie's Organic,Amazonas w/ nibs,1173,2013,0.75,Ireland,2.75,Criollo,Peru
861,Willie's Cacao,Los Llanos,1227,2014,0.88,U.K.,3.0,Trinitario,Colombia
862,Willie's Cacao,Sambirano,593,2010,0.71,U.K.,3.0,Trinitario,Madagascar
863,Willie's Cacao,Rio Caribe,457,2009,0.72,U.K.,3.25,Trinitario,Venezuela
864,Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,0.74,U.S.A.,3.0,Criollo,Venezuela
865,Woodblock,"Maranon, Cajamarca",1243,2014,0.7,U.S.A.,3.0,Forastero (Nacional),Peru
866,Woodblock,Gran Couva,1042,2013,0.7,U.S.A.,3.5,Trinitario,Trinidad
867,Woodblock,Sambirano,951,2012,0.7,U.S.A.,3.25,Trinitario,Madagascar
868,Zak's,"Madagascar, Batch 2",1578,2015,0.7,U.S.A.,3.25,Trinitario,Madagascar
869,Zak's,"Belize, Batch 2",1578,2015,0.7,U.S.A.,3.5,Trinitario,Belize
870,Zart Pralinen,"Millot P., Ambanja",1820,2016,0.7,Austria,3.5,"Criollo, Trinitario",Madagascar
871,Zart Pralinen,UNOCACE,1824,2016,0.7,Austria,2.75,Nacional (Arriba),Ecuador
872,Zart Pralinen,San Juan Estate,1824,2016,0.85,Austria,2.75,Trinitario,Trinidad
873,Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,0.85,Austria,3.0,"Criollo, Trinitario",Tanzania
874,Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,0.7,Austria,3.5,"Criollo, Trinitario",Tanzania
875,Zart Pralinen,"San Juan Estate, Gran Couva",1880,2016,0.78,Austria,3.5,Trinitario,Trinidad
876,Zokoko,Tokiala,701,2011,0.66,Australia,3.5,Trinitario,Papua New Guinea
877,Zotter,"Satipo Pangoa region, 16hr conche",875,2012,0.7,Austria,3.0,Criollo (Amarru),Peru
878,Zotter,"Satipo Pangoa region, 20hr conche",875,2012,0.7,Austria,3.5,Criollo (Amarru),Peru
879,Zotter,El Oro,879,2012,0.75,Austria,3.0,Forastero (Nacional),Ecuador
880,Zotter,Huiwani Coop,879,2012,0.75,Austria,3.0,"Criollo, Trinitario",Papua New Guinea
881,Zotter,"Kongo, Highlands",883,2012,0.68,Austria,3.25,Forastero,Congo
882,Zotter,Congo,749,2011,0.65,Austria,3.0,Forastero,Congo
883,Zotter,Kerala State,749,2011,0.65,Austria,3.5,Forastero,India
